respondent_id,xyz_vaccine_prob,seasonal_vaccine_prob
26795,0.014856655,0.94261545
26796,0.021791253,0.08447179
26797,0.26006103,0.70591843
26798,0.29106024,0.23463473
26799,0.19204502,0.4703654
26800,0.037222747,0.94045085
26801,0.22449607,0.21732426
26802,0.07974487,0.26998702
26803,0.05499423,0.16001335
26804,0.022392444,0.09149966
26805,0.04657632,0.103231564
26806,0.06413226,0.8891244
26807,0.51753396,0.85595286
26808,0.19623074,0.56322026
26809,0.2923175,0.17974491
26810,0.05023749,0.13666555
26811,0.060643457,0.17648046
26812,0.15160248,0.8139293
26813,0.33610153,0.5132186
26814,0.050620027,0.5340637
26815,0.009715011,0.034836248
26816,0.086639486,0.12948222
26817,0.1475576,0.82521135
26818,0.08431717,0.2730141
26819,0.19476645,0.18866913
26820,0.110083,0.4268026
26821,0.089404956,0.48972476
26822,0.2300514,0.7899062
26823,0.3026439,0.47939545
26824,0.03154094,0.7281017
26825,0.33882204,0.5271879
26826,0.11380219,0.68372846
26827,0.053079527,0.08018495
26828,0.28783762,0.62704945
26829,0.41946873,0.89119226
26830,0.060804978,0.76019096
26831,0.14859751,0.7893375
26832,0.10666473,0.8176039
26833,0.012801348,0.5674838
26834,0.28548855,0.49806052
26835,0.6447818,0.88429004
26836,0.125943,0.7962924
26837,0.0887028,0.026054813
26838,0.0907134,0.36054114
26839,0.13280942,0.55864286
26840,0.07378606,0.08216539
26841,0.41343057,0.7431344
26842,0.046883255,0.14306237
26843,0.014322355,0.051453594
26844,0.080294184,0.48068318
26845,0.05461082,0.75971186
26846,0.050903898,0.77838534
26847,0.27848607,0.14341602
26848,0.0872109,0.7825968
26849,0.15178555,0.61010504
26850,0.31248108,0.5510318
26851,0.015817946,0.04365363
26852,0.039952293,0.13861115
26853,0.3389628,0.49272868
26854,0.015390504,0.07874124
26855,0.4459304,0.81122774
26856,0.123921506,0.10835898
26857,0.3688838,0.12342632
26858,0.08068944,0.63011324
26859,0.07705008,0.112476304
26860,0.11427856,0.14821677
26861,0.055087242,0.090197556
26862,0.09091529,0.26462337
26863,0.25038096,0.5630991
26864,0.3570661,0.23348463
26865,0.013806449,0.040722556
26866,0.18704651,0.6177757
26867,0.092176124,0.093547516
26868,0.8277721,0.88027906
26869,0.059460215,0.3233238
26870,0.74207145,0.80536956
26871,0.03824407,0.035227213
26872,0.02148256,0.03581342
26873,0.08412045,0.5381699
26874,0.039100774,0.091150686
26875,0.45884693,0.8862957
26876,0.042057447,0.105489515
26877,0.06858707,0.22449762
26878,0.08299571,0.25725532
26879,0.01811045,0.03728197
26880,0.072021,0.114045635
26881,0.014591894,0.07698149
26882,0.03636762,0.076832026
26883,0.106415704,0.23181297
26884,0.14350207,0.17099683
26885,0.20840724,0.72991544
26886,0.11228819,0.739334
26887,0.6066338,0.80437434
26888,0.8396613,0.9271616
26889,0.043151215,0.15315524
26890,0.11016721,0.6155112
26891,0.6666901,0.7157733
26892,0.24572867,0.7840617
26893,0.059800323,0.123588756
26894,0.13423808,0.20734172
26895,0.06727228,0.88655037
26896,0.028637888,0.08136463
26897,0.05807545,0.34906462
26898,0.16430487,0.59938276
26899,0.04565876,0.11942961
26900,0.08959631,0.29411042
26901,0.011180672,0.4789161
26902,0.10268584,0.8827334
26903,0.17678538,0.086763464
26904,0.056338824,0.3789527
26905,0.37617642,0.8156958
26906,0.06357422,0.44744402
26907,0.00796317,0.55054796
26908,0.090266086,0.8736261
26909,0.11720333,0.1539337
26910,0.112667926,0.4259145
26911,0.034059163,0.024966676
26912,0.50724536,0.8870279
26913,0.7132237,0.81125534
26914,0.050566334,0.13848194
26915,0.08614599,0.54302037
26916,0.05522889,0.19808964
26917,0.023876848,0.14975257
26918,0.8203832,0.9407467
26919,0.23334952,0.7913248
26920,0.03032337,0.11353649
26921,0.03434509,0.8672857
26922,0.028230991,0.8611179
26923,0.12444765,0.62684095
26924,0.7443596,0.8931246
26925,0.11997534,0.7714845
26926,0.37935427,0.45497382
26927,0.3481699,0.6228379
26928,0.05870238,0.4454654
26929,0.05255182,0.07717225
26930,0.76670986,0.8198794
26931,0.11188057,0.42090032
26932,0.03943658,0.84636545
26933,0.029696096,0.5609937
26934,0.37996316,0.615456
26935,0.12956932,0.57305825
26936,0.2903013,0.15232497
26937,0.308338,0.76520604
26938,0.16877314,0.04456566
26939,0.020607818,0.07623749
26940,0.11740223,0.11071911
26941,0.05814472,0.34658256
26942,0.49528024,0.72435606
26943,0.10497586,0.61663127
26944,0.07516465,0.17128426
26945,0.1174316,0.43153492
26946,0.07908106,0.5573611
26947,0.51372945,0.78013015
26948,0.044185188,0.06891903
26949,0.0155778555,0.03464809
26950,0.024034878,0.2690252
26951,0.057010356,0.23645285
26952,0.6841384,0.9060279
26953,0.7478218,0.9033316
26954,0.116486944,0.14043349
26955,0.14792301,0.62506604
26956,0.12745996,0.22986768
26957,0.01628541,0.91649103
26958,0.22654936,0.6624968
26959,0.014069063,0.17026366
26960,0.023295093,0.021145638
26961,0.27997485,0.41272265
26962,0.1755345,0.813647
26963,0.16888376,0.29798162
26964,0.083704256,0.096780054
26965,0.8409445,0.9039028
26966,0.0068283384,0.036409613
26967,0.09960116,0.25554347
26968,0.036436975,0.87023115
26969,0.039594684,0.16238913
26970,0.5561268,0.6307466
26971,0.0505665,0.119458824
26972,0.010218932,0.05693547
26973,0.053445663,0.0642115
26974,0.2186437,0.15946558
26975,0.07063042,0.7547995
26976,0.48550692,0.52250624
26977,0.065933354,0.23672153
26978,0.009109788,0.6946976
26979,0.5190164,0.8273929
26980,0.06562792,0.12575248
26981,0.029430643,0.474418
26982,0.631919,0.84656465
26983,0.26070124,0.6001889
26984,0.051023606,0.14792216
26985,0.026842099,0.085834794
26986,0.11881342,0.43351224
26987,0.056830294,0.1808828
26988,0.050869837,0.121745706
26989,0.24969833,0.7496122
26990,0.032201543,0.085767575
26991,0.32864773,0.5910278
26992,0.4478754,0.39215246
26993,0.10654674,0.78638035
26994,0.21476553,0.47430858
26995,0.2976074,0.68663543
26996,0.29076275,0.4525814
26997,0.029868491,0.115719415
26998,0.03427142,0.10034162
26999,0.2959941,0.47430858
27000,0.092290975,0.23244463
27001,0.07068687,0.8313524
27002,0.0018405346,0.13132283
27003,0.03879405,0.09097654
27004,0.13135876,0.2767434
27005,0.47302976,0.73544
27006,0.8513651,0.82676154
27007,0.0378353,0.13575535
27008,0.046923123,0.078061
27009,0.055247676,0.24237825
27010,0.079406284,0.18904446
27011,0.05374466,0.103569634
27012,0.19817954,0.47438508
27013,0.08834047,0.22094685
27014,0.031599704,0.2599468
27015,0.031287726,0.1582557
27016,0.06835661,0.1488769
27017,0.40017298,0.7738168
27018,0.106564835,0.1525931
27019,0.81903577,0.9487465
27020,0.29106024,0.1895903
27021,0.105368584,0.40217143
27022,0.17808191,0.2866414
27023,0.12404658,0.09925589
27024,0.08294014,0.28611562
27025,0.18806511,0.12205994
27026,0.11462341,0.53948
27027,0.05959071,0.78125787
27028,0.28599027,0.77266407
27029,0.08858475,0.21434477
27030,0.28598508,0.29058203
27031,0.104076184,0.83567876
27032,0.29106024,0.4762851
27033,0.23964582,0.67779243
27034,0.0012048722,0.47430858
27035,0.101086214,0.23910433
27036,0.1451566,0.75549287
27037,0.48930305,0.66540706
27038,0.016963253,0.045941535
27039,0.8189404,0.9534701
27040,0.27694556,0.39876884
27041,0.055149093,0.6703937
27042,0.032890756,0.60771334
27043,0.5810392,0.8138233
27044,0.00861879,0.026648477
27045,0.124887906,0.63638055
27046,0.04430554,0.11258224
27047,0.5905309,0.47558558
27048,0.06253997,0.4715521
27049,0.18008777,0.80518144
27050,0.05561145,0.63763416
27051,0.018260961,0.12632763
27052,0.13686998,0.14061052
27053,0.9390459,0.8915803
27054,0.016393896,0.03100183
27055,0.08687851,0.9006889
27056,0.034745872,0.14487197
27057,0.019639619,0.086436726
27058,0.7805566,0.9109
27059,0.06037078,0.17753913
27060,0.01279995,0.16524658
27061,0.12906478,0.60345733
27062,0.036252216,0.47260612
27063,0.07243211,0.6224704
27064,0.17811342,0.49217615
27065,0.11224394,0.55976534
27066,0.0364274,0.648051
27067,0.4915535,0.6872772
27068,0.7798712,0.9041334
27069,0.70322186,0.9213605
27070,0.038698908,0.10520003
27071,0.054704655,0.08908765
27072,0.09865862,0.55700254
27073,0.021788873,0.85811156
27074,0.038663458,0.23443796
27075,0.5879566,0.7794766
27076,0.68500936,0.80560684
27077,0.023393253,0.09361057
27078,0.15402736,0.8911126
27079,0.28828034,0.95535797
27080,0.09012504,0.21727763
27081,0.031104056,0.7962815
27082,0.14328253,0.28951818
27083,0.06347471,0.22537291
27084,0.87845296,0.70553935
27085,0.0146747865,0.047120217
27086,0.07184529,0.08310808
27087,0.1297834,0.20961317
27088,0.300266,0.6709311
27089,0.27364197,0.22693548
27090,0.25526825,0.4934083
27091,0.29106024,0.31989163
27092,0.10343734,0.20244075
27093,0.24873765,0.33472136
27094,0.014224478,0.09457748
27095,0.07591236,0.5895628
27096,0.02633787,0.14854255
27097,0.4015661,0.75128555
27098,0.67854416,0.7998841
27099,0.16716103,0.5118815
27100,0.022431664,0.8340668
27101,0.100822225,0.56200725
27102,0.04755451,0.9107756
27103,0.012170795,0.05234062
27104,0.2904117,0.5069306
27105,0.11621326,0.5243932
27106,0.6437355,0.8276157
27107,0.354556,0.7155473
27108,0.11954117,0.23354027
27109,0.08641471,0.16455793
27110,0.112754226,0.28207105
27111,0.053377073,0.37639716
27112,0.27941513,0.49513516
27113,0.047698926,0.11597103
27114,0.1179661,0.21042292
27115,0.64536595,0.7949406
27116,0.08544367,0.82391065
27117,0.046970658,0.094210565
27118,0.18114148,0.5962454
27119,0.029058391,0.1379046
27120,0.22941208,0.97091085
27121,0.005311057,0.717268
27122,0.12377127,0.49677482
27123,0.075094745,0.22102462
27124,0.021446146,0.04417973
27125,0.008796457,0.011293318
27126,0.21254204,0.09245129
27127,0.016396333,0.031237654
27128,0.13034123,0.6860831
27129,0.26866388,0.60825825
27130,0.09114433,0.16751648
27131,0.051249918,0.10629968
27132,0.60356843,0.8772821
27133,0.24713622,0.6624605
27134,0.7627282,0.91178
27135,0.4323147,0.70388085
27136,0.08202233,0.49397153
27137,0.020466385,0.11310143
27138,0.19801676,0.43568823
27139,0.12036253,0.31052727
27140,0.8130445,0.92268825
27141,0.47396666,0.7297468
27142,0.100172386,0.21062306
27143,0.27858338,0.47430858
27144,0.01586254,0.05610104
27145,0.79971725,0.59742
27146,0.085403375,0.84053564
27147,0.09180139,0.1976218
27148,0.068735786,0.07142459
27149,0.30081347,0.12573826
27150,0.43248504,0.9122414
27151,0.13297603,0.7570251
27152,0.020005958,0.19256324
27153,0.30010408,0.8166707
27154,0.7717353,0.8108776
27155,0.12184714,0.6783414
27156,0.035807133,0.31653705
27157,0.011716801,0.5282073
27158,0.14271218,0.33428368
27159,0.0550247,0.18259135
27160,0.29106024,0.2114839
27161,0.17935799,0.59495366
27162,0.15364334,0.87323165
27163,0.6610238,0.4505527
27164,0.29106024,0.3134815
27165,0.31740624,0.60029626
27166,0.16542542,0.23940021
27167,0.12015773,0.6845213
27168,0.10480297,0.75551015
27169,0.290346,0.34840798
27170,0.2642362,0.85933685
27171,0.031142205,0.14823522
27172,0.0309196,0.8153269
27173,0.24945933,0.4940972
27174,0.18531555,0.1916515
27175,0.039776556,0.08668292
27176,0.5649694,0.8857464
27177,0.6455447,0.7942308
27178,0.11358242,0.31126696
27179,0.07563967,0.1798461
27180,0.37057865,0.42683378
27181,0.011739295,0.87048984
27182,0.64385986,0.8139457
27183,0.056471523,0.6282177
27184,0.07476445,0.5494352
27185,0.4602371,0.729914
27186,0.1395935,0.68121785
27187,0.13899013,0.27151987
27188,0.090178594,0.39710552
27189,0.0935257,0.6314707
27190,0.50654674,0.81419814
27191,0.13797863,0.83678675
27192,0.51204365,0.71773386
27193,0.019840008,0.06708215
27194,0.16728394,0.66549945
27195,0.038713444,0.12971522
27196,0.3499939,0.27009845
27197,0.05287465,0.5704183
27198,0.80068696,0.9386433
27199,0.053544115,0.17357793
27200,0.18940668,0.6657445
27201,0.6944451,0.84334034
27202,0.092964135,0.15519686
27203,0.09628623,0.14299434
27204,0.012791374,0.030963808
27205,0.12858158,0.27035245
27206,0.16967379,0.26745883
27207,0.13747005,0.30616224
27208,0.78657705,0.6862424
27209,0.08867185,0.33343303
27210,0.29106024,0.35772935
27211,0.06219631,0.21435077
27212,0.57021093,0.8597916
27213,0.3026406,0.42039105
27214,0.015740952,0.046257496
27215,0.08406477,0.64531684
27216,0.14460507,0.8729167
27217,0.052588284,0.1713565
27218,0.64130044,0.89711165
27219,0.5847343,0.76758623
27220,0.15512177,0.47430858
27221,0.11492893,0.71031475
27222,0.14180882,0.492703
27223,0.037701305,0.6396318
27224,0.18401316,0.6817622
27225,0.28576186,0.31254607
27226,0.025577933,0.17211144
27227,0.07977069,0.24734315
27228,0.30101162,0.8232957
27229,0.729937,0.86990327
27230,0.10236548,0.93886155
27231,0.6556872,0.9352695
27232,0.11990911,0.47430858
27233,0.29106024,0.35595912
27234,0.019218173,0.050387766
27235,0.6050836,0.9313328
27236,0.060862627,0.94391614
27237,0.48378187,0.616294
27238,0.32616356,0.7306833
27239,0.38445902,0.17086664
27240,0.058395572,0.2682996
27241,0.104671486,0.17596593
27242,0.07938798,0.34361398
27243,0.057638187,0.18487565
27244,0.045931593,0.0808297
27245,0.041353837,0.47430858
27246,0.7160344,0.95357716
27247,0.22500364,0.9495702
27248,0.09461069,0.68180305
27249,0.114405066,0.6113297
27250,0.09783614,0.23483565
27251,0.15275641,0.4441414
27252,0.273727,0.48703128
27253,0.03770985,0.8705834
27254,0.8021053,0.95034045
27255,0.057217825,0.25302806
27256,0.6661761,0.9322407
27257,0.37737492,0.5421762
27258,0.37048593,0.6039655
27259,0.7124596,0.8243412
27260,0.23827805,0.26384637
27261,0.11135547,0.6739178
27262,0.13967583,0.2760236
27263,0.087881945,0.08531122
27264,0.11108656,0.08585984
27265,0.037833486,0.21595603
27266,0.17067115,0.1350698
27267,0.15842043,0.6291001
27268,0.005000576,0.2238487
27269,0.6633922,0.5279538
27270,0.031225294,0.064164706
27271,0.060683236,0.28933752
27272,0.018539261,0.42917907
27273,0.02500311,0.23699425
27274,0.15950197,0.30206865
27275,0.25430486,0.42330763
27276,0.008187158,0.13224976
27277,0.036126837,0.91149145
27278,0.12401311,0.26330957
27279,0.09979418,0.24615332
27280,0.50572443,0.4839904
27281,0.028451754,0.47430858
27282,0.08910063,0.8695947
27283,0.0029466,0.058170155
27284,0.2755234,0.4561505
27285,0.09905219,0.3903703
27286,0.14677227,0.310604
27287,0.28851944,0.55316395
27288,0.3864196,0.72957104
27289,0.35254145,0.4763491
27290,0.018955758,0.06858224
27291,0.51680887,0.778873
27292,0.024237577,0.49586102
27293,0.08335312,0.9445241
27294,0.026584553,0.11165771
27295,0.32594317,0.7965802
27296,0.059079554,0.7452558
27297,0.044585716,0.84016055
27298,0.08078253,0.46531072
27299,0.2888918,0.7111205
27300,0.11823674,0.7706217
27301,0.014205121,0.09855799
27302,0.12462561,0.67352974
27303,0.07094171,0.12637039
27304,0.08497191,0.77040356
27305,0.047465052,0.046587426
27306,0.17088991,0.60371983
27307,0.846958,0.84542716
27308,0.11734253,0.23292945
27309,0.6062003,0.92000324
27310,0.06257878,0.19471627
27311,0.06503257,0.17948633
27312,0.10935414,0.3211007
27313,0.08118193,0.18143095
27314,0.027586661,0.08097919
27315,0.10133177,0.2669003
27316,0.55820143,0.6910938
27317,0.07377627,0.12512809
27318,0.12955621,0.14677504
27319,0.5898806,0.889629
27320,0.5663887,0.7418593
27321,0.06760834,0.64768755
27322,0.5964374,0.7905428
27323,0.056567334,0.47510502
27324,0.3858307,0.55288815
27325,0.8505033,0.88440645
27326,0.115744315,0.6693101
27327,0.17953749,0.42723602
27328,0.28902107,0.5676371
27329,0.08539647,0.24689905
27330,0.013563456,0.45809194
27331,0.07942445,0.18259794
27332,0.18738963,0.9215001
27333,0.67830145,0.7316587
27334,0.023023834,0.04791424
27335,0.20968421,0.1878054
27336,0.06371239,0.1339192
27337,0.16924849,0.47430858
27338,0.18273981,0.35694823
27339,0.29106024,0.392457
27340,0.019512424,0.11968165
27341,0.15322845,0.6974186
27342,0.0109248925,0.47430858
27343,0.04072516,0.098286
27344,0.27636307,0.5240791
27345,0.05921336,0.11680175
27346,0.7029921,0.858689
27347,0.648945,0.8312549
27348,0.09174202,0.19898738
27349,0.04063361,0.09846976
27350,0.109764285,0.8622248
27351,0.7862388,0.8755033
27352,0.111210495,0.46406966
27353,0.006256713,0.33309445
27354,0.11660036,0.74179304
27355,0.4448841,0.36761755
27356,0.27047914,0.57822466
27357,0.09336245,0.24994336
27358,0.21385163,0.758238
27359,0.31084192,0.6538538
27360,0.16710787,0.6963281
27361,0.057892352,0.8692036
27362,0.29106024,0.6314254
27363,0.15081492,0.18555659
27364,0.063856766,0.22358568
27365,0.40262857,0.65133226
27366,0.50726384,0.6960111
27367,0.1191796,0.5101924
27368,0.11212174,0.59191096
27369,0.04242151,0.049467064
27370,0.04371787,0.829878
27371,0.23705202,0.34648398
27372,0.050292354,0.10053057
27373,0.72148395,0.76683295
27374,0.016014082,0.21883142
27375,0.12835509,0.9432076
27376,0.39618966,0.2361031
27377,0.1251198,0.6244181
27378,0.047925033,0.1224287
27379,0.0830102,0.24249163
27380,0.10356466,0.90255755
27381,0.058027133,0.52814925
27382,0.17666341,0.22270116
27383,0.2695666,0.71748644
27384,0.047969848,0.4682392
27385,0.083818816,0.86409855
27386,0.20527747,0.76830107
27387,0.3354689,0.86603165
27388,0.16994669,0.14537448
27389,0.067753084,0.06651484
27390,0.017727792,0.09024366
27391,0.112543836,0.8570776
27392,0.7410521,0.7827608
27393,0.008014598,0.06208572
27394,0.0070699654,0.5168673
27395,0.7226263,0.63739145
27396,0.055610627,0.11732897
27397,0.8409585,0.9522838
27398,0.52518666,0.849326
27399,0.068371676,0.4875706
27400,0.032219872,0.53584146
27401,0.15715632,0.16589326
27402,0.16140383,0.5401511
27403,0.061492875,0.19652961
27404,0.35878134,0.17767505
27405,0.8560183,0.8590541
27406,0.04733804,0.11788705
27407,0.054201953,0.08552989
27408,0.08375914,0.633531
27409,0.79050153,0.95648766
27410,0.04318916,0.17440638
27411,0.0891625,0.09742194
27412,0.17866182,0.77814096
27413,0.025670145,0.22521424
27414,0.6976505,0.7578063
27415,0.07123911,0.36650234
27416,0.064081445,0.11656273
27417,0.14587255,0.5087182
27418,0.3148126,0.18959805
27419,0.6253511,0.90959257
27420,0.0906136,0.15074562
27421,0.29338735,0.46011752
27422,0.17067643,0.7387042
27423,0.022447761,0.18647034
27424,0.19799237,0.360581
27425,0.27541524,0.7332226
27426,0.07386228,0.22191802
27427,0.10159869,0.38241202
27428,0.040562857,0.11563558
27429,0.28065175,0.13991138
27430,0.06959324,0.653818
27431,0.28768137,0.5801936
27432,0.14191924,0.469444
27433,0.08547706,0.8536164
27434,0.089684,0.17833003
27435,0.27092397,0.6244049
27436,0.023605581,0.1821761
27437,0.1404429,0.11029032
27438,0.10655994,0.20368388
27439,0.25918785,0.39108536
27440,0.14725544,0.1991848
27441,0.80603075,0.88458264
27442,0.28448075,0.8699189
27443,0.018737704,0.1289098
27444,0.05349197,0.042532958
27445,0.01596703,0.052814033
27446,0.052082676,0.12718
27447,0.011384904,0.105463944
27448,0.2684925,0.5374346
27449,0.10475893,0.9106418
27450,0.05809212,0.8002825
27451,0.02109257,0.1554808
27452,0.013625089,0.12673025
27453,0.040397685,0.88161033
27454,0.13468288,0.26857057
27455,0.13101934,0.28789404
27456,0.22444879,0.5057597
27457,0.059106015,0.15051319
27458,0.073072635,0.40864924
27459,0.028212003,0.120356515
27460,0.6034683,0.8366514
27461,0.056950923,0.12175338
27462,0.054280683,0.39124784
27463,0.089122355,0.3903539
27464,0.5514586,0.7036501
27465,0.7062006,0.8813882
27466,0.007828441,0.025339818
27467,0.06305888,0.47627208
27468,0.035652585,0.6960656
27469,0.01898639,0.64793193
27470,0.86284375,0.9203965
27471,0.09380649,0.7710993
27472,0.2830488,0.6048343
27473,0.08104032,0.106954075
27474,0.17788407,0.46551847
27475,0.029804599,0.0811932
27476,0.047507904,0.50205034
27477,0.09604078,0.2160121
27478,0.024074856,0.57483125
27479,0.07889028,0.10934663
27480,0.3992822,0.7954096
27481,0.78532696,0.83150595
27482,0.5538217,0.26561794
27483,0.59853256,0.7527359
27484,0.14814484,0.8950496
27485,0.05867254,0.9073972
27486,0.14538953,0.28154507
27487,0.13605249,0.82365227
27488,0.86488056,0.8875072
27489,0.7791904,0.7920013
27490,0.003614452,0.30219454
27491,0.187987,0.56972635
27492,0.03020754,0.49310374
27493,0.08482609,0.8995182
27494,0.3349566,0.713442
27495,0.20800254,0.20628877
27496,0.042398047,0.16481176
27497,0.19004677,0.07565465
27498,0.12733759,0.7569553
27499,0.30100334,0.7942929
27500,0.07211544,0.8549595
27501,0.047356524,0.21958648
27502,0.058007587,0.6107552
27503,0.075021096,0.5818206
27504,0.009111328,0.046085414
27505,0.017756704,0.020921305
27506,0.17087008,0.69857305
27507,0.08021206,0.19687866
27508,0.31789324,0.5841228
27509,0.10763387,0.5086728
27510,0.31612846,0.25905633
27511,0.30332604,0.71546894
27512,0.08961434,0.2357192
27513,0.10012226,0.6593466
27514,0.33238876,0.5924667
27515,0.47777873,0.5468141
27516,0.37922728,0.7421484
27517,0.02152363,0.1265884
27518,0.5851917,0.8585608
27519,0.019604236,0.06778516
27520,0.03394541,0.116282724
27521,0.033631057,0.4374873
27522,0.083066165,0.17063555
27523,0.034482002,0.423359
27524,0.062474616,0.35873976
27525,0.11655662,0.30788437
27526,0.5452986,0.68180573
27527,0.05510566,0.9379636
27528,0.3730334,0.8781192
27529,0.09807141,0.8197838
27530,0.032221265,0.059737366
27531,0.04590554,0.09947835
27532,0.10207663,0.938948
27533,0.3272368,0.5770804
27534,0.09176612,0.16083185
27535,0.0518596,0.89697385
27536,0.20615478,0.47961286
27537,0.7948975,0.7971324
27538,0.3692325,0.46928903
27539,0.33868083,0.81600153
27540,0.49939215,0.15848976
27541,0.6578952,0.8854895
27542,0.032341503,0.1385268
27543,0.30648035,0.55443156
27544,0.13287807,0.12820168
27545,0.16983527,0.13695724
27546,0.44369537,0.58579195
27547,0.031725433,0.1359831
27548,0.05038699,0.886245
27549,0.06635586,0.8552679
27550,0.18517147,0.2935595
27551,0.3263338,0.4202058
27552,0.055340193,0.8604123
27553,0.047724873,0.23846385
27554,0.27061644,0.37022248
27555,0.056135934,0.1796197
27556,0.06321163,0.5058431
27557,0.13142689,0.86683834
27558,0.033691317,0.09847406
27559,0.1691332,0.7864837
27560,0.4159556,0.75806856
27561,0.36946523,0.6354319
27562,0.26992634,0.65954244
27563,0.20405237,0.75838435
27564,0.20066145,0.47571504
27565,0.197123,0.39016083
27566,0.13434778,0.31275874
27567,0.2314066,0.72714734
27568,0.49188304,0.9125793
27569,0.3589309,0.5790455
27570,0.33283004,0.5370348
27571,0.04145675,0.07534561
27572,0.0046103857,0.022755047
27573,0.037557118,0.21537122
27574,0.45153686,0.47594422
27575,0.019277882,0.17766036
27576,0.035824854,0.14513022
27577,0.17592415,0.7243949
27578,0.110839516,0.432751
27579,0.102306604,0.5624517
27580,0.07022908,0.67961025
27581,0.088115916,0.18999676
27582,0.040141493,0.11723286
27583,0.1524495,0.22423019
27584,0.8264763,0.5119688
27585,0.21592869,0.46468905
27586,0.46901262,0.77973
27587,0.04015621,0.65894586
27588,0.09526425,0.14777374
27589,0.08007136,0.47945628
27590,0.24305293,0.4362242
27591,0.3016524,0.67483187
27592,0.034476727,0.14848226
27593,0.049500056,0.10380812
27594,0.28289604,0.6747612
27595,0.03568347,0.18535253
27596,0.10444666,0.15956573
27597,0.13488267,0.15784732
27598,0.10948511,0.06576049
27599,0.37216473,0.72439575
27600,0.061961293,0.6343665
27601,0.015155178,0.87692404
27602,0.7874934,0.8866327
27603,0.044731338,0.073204204
27604,0.019825889,0.16648598
27605,0.33726287,0.46711588
27606,0.10188097,0.24324831
27607,0.33367676,0.42328587
27608,0.15744968,0.5972839
27609,0.39169854,0.69082797
27610,0.3223912,0.71581316
27611,0.2871488,0.1187907
27612,0.071636185,0.7357928
27613,0.5870555,0.8724594
27614,0.10607819,0.4986031
27615,0.09624347,0.96981055
27616,0.008422577,0.029357998
27617,0.33708364,0.45473439
27618,0.1273679,0.47430858
27619,0.2969744,0.2569238
27620,0.6402086,0.6723276
27621,0.067093775,0.38150924
27622,0.39735043,0.9427915
27623,0.15002216,0.81954277
27624,0.10180764,0.85222405
27625,0.02285434,0.25057772
27626,0.0072732777,0.10394829
27627,0.6828324,0.8364894
27628,0.08681902,0.80841637
27629,0.01207466,0.06779758
27630,0.29520714,0.78787017
27631,0.21452853,0.45287514
27632,0.021760328,0.273859
27633,0.36566234,0.62512136
27634,0.17676751,0.25477198
27635,0.096679874,0.29525897
27636,0.2733059,0.82309866
27637,0.024227474,0.098797224
